id,clean_text,Political,Economic,Technical,Market,Other,,
1039,He is a closet Doge holder? everyone likes Doge,0,0,0,0,1,,
1040,Football + Doge = minifootball tokenliste,0,0,0,0,1,,
1041,Football + Doge = minifootball tokenliste,0,0,0,0,1,,
1042,Twshib Inu is the favorite $Doge reward coin of the Crypto community. Just hold,0,0,0,1,0,,
1043,": The more I see the work of the team, the more my hope and excitement increase.The more we make our voice heard and",0,0,0,0,1,,
1044,: Bitcoin going moon what should I buy?,0,0,0,1,0,,
1045,"eDOGE - The newest Doge on the blockThe newest Doge on the blockLISTING DATE: NOV , :00 UTC",0,0,0,1,0,,
1046,billion people pay with dogecoin in few years,0,1,0,0,0,,
1047,And the one to start with is $DG71,0,0,0,0,1,,
1048,"Yes, put your Doge in a secure Private Wallet. I am glad I did.",0,0,0,1,0,,
1049,": The more I see the work of the team, the more my hope and excitement increase.The more we make our voice heard and",0,0,0,0,1,,
1050,": is the biggest coming thing in the crypto space, it's a like memecoin is the",0,0,0,0,1,,
1051,": Buy ,the next top tier memecoin and enjoy the passive income in I'm personally using Metam",0,0,0,0,1,,
1052,Kudos He's always a tough know it all and he was stuck because you had every reply,0,0,0,1,0,,
1053,Can anyone help me with $1000?Lost everything on ftx and Luna.. This is compensate my loss a little.,0,0,0,1,0,,
1054,I don't undertand whyy noone sha,0,0,0,0,1,,
1055,Will $cardano get to $2 before the end of December ?,0,0,0,0,1,,
1056,Watching a documentary on my Apple TV thanks to $DGTV,0,0,0,0,1,,
1057,in few years we will have mil people left and billion doge,0,1,0,0,0,,
1058,"still finds itself above the Monthly Kijun-sen supportIn fact, the Kijun-sen is a confluent support with the",0,0,0,0,1,,
1059,": Number of unique addresses holding min. K has been increasing since Feb '21That said, st signs of a Lower High f",0,0,0,0,1,,
1060,still holding the support area around the long-standing macro Higher Low$BTC,0,0,0,1,0,,
1061,GIVEAWAY I am offering FREE annual subscriptions to my newsletter ($420 value)Rules of entry:1. L,0,0,0,0,1,,
1062,Are the two Bull Market EMAs about to crossover?$BTC,0,0,0,1,0,,
1063,"Looks like has flipped the Pi Cycle -day MA into a new resistance, similarly to December $BTC",0,0,0,0,1,,
1064,"is trying to solidify a base at the bottom of the Volume Gap (~$40,000)If BTC continues to hold ~$40K --&gt; Vo",0,0,0,1,0,,
1065,is still holding the Macro Higher LowAlso BTC is the process of retesting the top of a multi-week range (ora,0,0,0,1,0,,
1066,is still holding the long-standing Macro Higher Low$BTC,0,0,0,1,0,,
1067,experiences a picture-perfect rejection from the two Bull Market EMAs$BTC,0,0,0,1,0,,
1068,"I've just published a new edition of the Rekt Capital newsletter""Altcoin Newsletter""I share my charts &amp; analysi",0,0,0,0,1,,
1069,"Later today, I'll be sharing my exclusive thoughts &amp; charts on different Altcoins in the Rekt Capital Newsletter",0,0,0,0,0,,
1070,is successfully retesting the Ichimoku Cloud bottom for the rd time in Previous successful retests led,0,0,0,0,0,,
1071,Dominance has scope to increase over the coming weeks after successfully rebounding from a key Monthly support,0,0,0,0,0,,
1072,Strong initial reaction and follow-through from the long-standing Macro Higher Low$BTC,0,0,0,0,0,,
1073,is now hovering below the green -week &amp; blue -week Bull Market EMAsBreaks beyond these EMAs have precede,0,0,0,0,0,,
1074,only needs to rally an extra +7% to turn the Monthly candle to green$BTC,0,0,0,0,0,,
1075,is fast approaching the key resistance of ~$43100$BTC needs to break this resistance to re-enter the ~$43100,0,0,0,0,0,,
1076,"Number of unique addresses holding min. K has been increasing since Feb '21That said, st signs of a Lower",0,0,0,0,0,,
1077,": ""Is the Bull Market About To Resume?""I've just published a new edition of the Rekt Capital newsletterCheck it out",0,0,0,0,0,,
1078,has been within the Ichimoku Cloud all Finding support at the Ichimoku Cloud bottomExperiencing resist,0,0,0,0,0,,
1079,"""Is the Bull Market About To Resume?""I've just published a new edition of the Rekt Capital newsletterCheck",0,0,0,0,0,,
1080,has a chance to finally turn the Bull Market EMAs into support on this run-upLast time $BTC was able to do t,0,0,0,0,0,,
1081,: The number of unique addresses holding at least has formed a Higher LowHigher Lows on this metric have been,0,0,0,0,0,,
1082,Reclaim ~$43100 as support &amp; will build on this bullish momentumThen major resistances are: ~$46000 ~$,0,0,0,0,0,,
1083,"Whether needs to pullback a little more or consolidate a little more...Overall, $BTC is currently building i",0,0,0,0,0,,
1084,Many Altcoins are holding on to their respective higher timeframe supportsAnd many Altcoins are forming multi-mon,0,0,0,0,0,,
1085,$ZIL / USD - Zilliqa is finding good support at the orange demand areaNeeds to continue establish,0,0,0,0,0,,
1086,Bollinger Bands are tightening on priceThis signals increasing price compression which usually precedes shar,0,0,0,0,0,,
1087,: Strong reaction from the long-standing Macro Higher Low$BTC,0,0,0,0,0,,
1088,rebounds from an area that has historically seen strong buy-side interestVolume Profile also suggests there,0,0,0,0,0,,
1089,crashed last year in May And then bottomed in JulySo what if history repeats in ?The takeaways w,0,0,0,0,0,,
1090,"A few weeks ago, failed to retest the two Bull Market EMAs as supportAs long as this $BTC rally continues, t",0,0,0,0,0,,
1091,I publish the Rekt Capital Newsletter three times a weekOn Mondays I share exclusive macro research on We,0,0,0,0,0,,
1092,has strongly rebounded from a region that is densely-packed with buy-side interest$BTC,0,0,0,0,0,,
1093,$LUNA / - Reclaimed red as support &amp; so Bear Div won't play out at least for the time beingL,0,0,0,0,0,,
1094,Next major resistances are $43100 &amp; ~$46000Notice how the Bull Market EMAs are confluent with $43.1KAnd ho,0,0,0,0,0,,
1095,will need to break back above the two Bull Market EMAs and reclaim them as support in order to confirm a retur,0,0,0,0,0,,
1096,Perhaps this is premature to say but has shown that this is the sort of downside wick that precedes botto,0,0,0,0,0,,
1097,: rarely experiences three straight weeks of downsideThis has only happened times since January In November,0,0,0,0,0,,
1098,: Volume Profile suggests price is now entering a densely-packed area that has historically seen lots of transacted vol,0,0,0,0,0,,
1099,: holding the Higher Low wellContinued price stability here and $BTC will once again challenge the two key Bull,0,0,0,0,0,,
1100,Ascending Triangle within an Ascending Triangle?$BTC,0,0,0,0,0,,
1101,All Monthly Higher Lows over the past year or so$BTC,0,0,0,0,0,,
1102,The most recent downside and subsequent recovery means that BTC has developed a new downside wick on the Month,0,0,0,0,0,,
1103,holding the Higher Low wellContinued price stability here and $BTC will once again challenge the two ke,0,0,0,0,0,,
1104,is still holding the -MA as support$BTC,0,0,0,0,0,,
1105,: will soon revisit its macro Higher Low (black)$BTC,0,0,0,0,0,,
1106,"HR Head &amp; Shoulders invalidatedWhile $BTC achieved its st bearish confirmation, it failed to achieve its",0,0,0,0,0,,
1107,Strong reaction from the long-standing Macro Higher Low$BTC,0,0,0,0,0,,
1108,If turns the green neckline of the HR Head &amp; Shoulders into new resistance...$BTC could see further micro d,0,0,0,0,0,,
1109,is now rebounding to the Higher Low neckline to check if it has turned into new resistanceRejection there wo,0,0,0,0,0,,
1110,Macro Higher Low (black) is confluent support with the Range High of the ~$30000-$38000 range where price cons,0,0,0,0,0,,
1111,$LUNA / - Weekly Candle Close below the red base means that this level could soon flip into re,0,0,0,0,0,,
1112,"$ETH indeed also failed the retest of its Ascending TriangleIn fact, it's possible ETH could soon turn this trian",0,0,0,0,0,,
1113,Remember the ~$30000-$38000 range? (red-green)$BTC saw many weeks of consolidation inside said range in Q1 &amp;,0,0,0,0,0,,
1114,rarely experiences three straight weeks of downsideThis has only happened times since January In Nov,0,0,0,0,0,,
1115,Volume Profile suggests price is now entering a densely-packed area that has historically seen lots of transac,0,0,0,0,0,,
1116,is now at the Monthly Higher Low (green) which is also approximately confluent with the January &amp; Februar,0,0,0,0,0,,
1117,"Despite the downside, is still maintaining a Higher Low on the Monthly timeframe$BTC",0,0,0,0,0,,
1118,HR Head &amp; Shoulders breakdown complete$BTC has lost the Higher Low neckline support &amp; breakout on sell-side,0,0,0,0,0,,
1119,The HR Head &amp; Shoulders has led to a breakdownBitcoin has revisited of the black long-standing Macro Higher,0,0,0,0,0,,
1120,The HR Head &amp; Shoulders has been validatedBitcoin has broken down$BTC,0,0,0,0,0,,
1121,will soon revisit its macro Higher Low (black)$BTC,0,0,0,0,0,,
1122,: What is your Altcoin allocation (%) in your portfolio?$BTC,0,0,0,0,0,,
1123,Happy Easter Holiday weekend,0,0,0,0,0,,
1124,I can't believe I am soon to reach Followers,0,0,0,0,0,,
1125,What is your Altcoin allocation (%) in your portfolio?$BTC,0,0,0,0,0,,
1126,: What is your Altcoin allocation (%) in your portfolio?,0,0,0,0,0,,
1127,Sometimes lower timeframe bearish patterns are there to facilitate revisits of higher timeframe supports$BTC,0,0,0,0,0,,
1128,"If the HR Head &amp; Shoulders confirms, then we'll probably see a revisit of the black long-standing Macro Highe",0,0,0,0,0,,
1129,"HR Head &amp; Shoulders forming?If so, the green neckline will be the validation point for the patternWhich o",0,0,0,0,0,,
1130,$XRP / - XRP is now testing a long-standing macro downtrend dating to December Break the,0,0,0,0,0,,
1131,Higher Low still intact$BTC,0,0,0,0,0,,
1132,$LUNA / - Moment of truth for LUNA...,0,0,0,0,0,,
1133,The $ETH dip indeed achieve this is now trying to retest the top of the Ascending Triangle that it broke out,0,0,0,0,0,,
1134,: New edition of the Rekt Capital Newsletter is out nowI share my macro perspective on I feel this is everything yo,0,0,0,0,0,,
1135,: The -week chart is showcasing a possible Bull Flag$BTC,0,0,0,0,0,,
1136,: This current retrace hasn't changed the fact that there is a Hidden Bullish Divergence on the Monthly timeframe$BTC,0,0,0,0,0,,
1137,: still resting comfortably on the Monthly -MASuccessful retests of the -MA as support precede strong upsideLos,0,0,0,0,0,,
1138,What is your Altcoin allocation (%) in your portfolio?,0,0,0,0,0,,
1139,"Technically speaking, anything above ~$38000 is a macro Higher Low for $BTC",0,0,0,0,0,,
1140,: Can you believe its around two years until the next Halving?$BTC,0,0,0,0,0,,
1141,"Current $28,000-$69,000 Macro Range is either: A Re-Accumulation Range preceding a Bull Trend A Distribu",0,0,0,0,0,,
1142,Major Bull Market support levels have not been lost: Macro Higher Low (black) Macro Range Low (green)L,0,0,0,0,0,,
1143,": The new Weekly Candle Close below ~$43100 means that price could go lower, especially if $43K turns into new resistan",0,0,0,0,0,,
1144,"In September , also rejected from the black ~$47000 resistance And also later dropped to the blue ~$4130",0,0,0,0,0,,
1145,"Looks like Pi Cycle -day MA may be acting as new resistance, similarly to December $BTC",0,0,0,0,0,,
1146,Monthly timeframe continues to show a sustained series of Higher Lows$BTC,0,0,0,0,0,,
1147,This current retrace hasn't changed the fact that there is a Hidden Bullish Divergence on the Monthly timeframe$BTC,0,0,0,0,0,,
1148,Dark red Monthly Kijun-sen has been a valuable reference point for macro trend for Kijun retests (green) -&gt;,0,0,0,0,0,,
1149,still resting comfortably on the Monthly -MASuccessful retests of the -MA as support precede strong upsi,0,0,0,0,0,,
1150,Many Altcoins are forming multi-month Higher Lows,0,0,0,0,0,,
1151,: When loses a support (like ~$43100 most recently)...It's always worth watching out for $BTC double confirmation of,0,0,0,0,0,,
1152,will regain mid-term bullish momentum if BTC is able to reclaim the recently lost ~$43100 level as supportSi,0,0,0,0,0,,
1153,New edition of the Rekt Capital Newsletter is out nowI share my macro perspective on I feel this is everyt,0,0,0,0,0,,
1154,has retested the multi-month green Higher Low as supportCurrently $BTC is trying to stay above the blue $413,0,0,0,0,0,,
1155,$BNB / - BNB is in the process of retesting this red boxed area as supportSucce,0,0,0,0,0,,
1156,The -week chart is showcasing a possible Bull Flag$BTC,0,0,0,0,0,,
1157,Potential Hidden Bullish Divergence on &amp; the Stochastic RSI Oscillator on the Monthly Timeframe$BTC,0,0,0,0,0,,
1158,is still holding the orange MA of the Monthly BBands as supportHolding it as support has preceded strong u,0,0,0,0,0,,
1159,lost ~$43100 as support earlier this weekThis is the level $BTC needs to reclaim as support on this recovery,0,0,0,0,0,,
1160,is rebounding now from a multi-month Higher LowBut price needs to reclaim ~$43100 as support to avoid a scen,0,0,0,0,0,,
1161,Macro Higher Low still remains intact$BTC,0,0,0,0,0,,
1162,Decent reaction from the green Higher Low support thus far$BTC,0,0,0,0,0,,
1163,The number of unique addresses holding at least has formed a Higher LowHigher Lows on this metric hav,0,0,0,0,0,,
1164,Can you believe its around two years until the next Halving?$BTC,0,0,0,0,0,,
1165,"$ONE / - For the past months, ONE has been finding support at the red areaBut this April, ON",0,0,0,0,0,,
1166,Line chart on CME can be so clean,0,0,0,0,0,,
1167,is testing the multi-month Higher Low (green)BTC needs to hold here to challenge the ~$43100 level againAt,0,0,0,0,0,,
1168,"$SOL / USDT - a Diamond-Shaped reversal last month, breaking above orange resistanceIn th",0,0,0,0,0,,
1169,$LUNA / - The last time LUNA formed a strong Bearish Divergence in late - price broke dow,0,0,0,0,0,,
1170,Feel free to comment your TA requests for AltcoinsI'll chart as many coins as I can for you,0,0,0,0,0,,
1171,Investors are now Extremely Fearful towards $BTC,0,0,0,0,0,,
1172,Just like in September ... rejected from ~$47600 (red) and shortly afterwards revisited the ~$37800 (gree,0,0,0,0,0,,
1173,is testing its multi-month Higher Low dating to mid-January $BTC,0,0,0,0,0,,
1174,$ETH is in the process of retesting Ascending Triangle top as supportETH needs to flip the triangle top into supp,0,0,0,0,0,,
1175,has just tagged the green Monthly Higher Low support$BTC,0,0,0,0,0,,
1176,: This is a second chance for a lot of peopleIf you promised yourself that you'll buy $BTC when it goes lowe,0,0,0,0,0,,
1177,"$ZIL / USD - In the end, ZIL has dipped to orangeThis support area needs to continue to hold if Z",0,0,0,0,0,,
1178,$DOT / USDT - DOT has dipped towards the orange diagonal and is currently trying to find,0,0,0,0,0,,
1179,New edition of the Rekt Capital Newsletter is liveIs It Time To Be Bearish on ?I share my thoughts and,0,0,0,0,0,,
1180,"Looks like has flipped the Pi Cycle -day MA into a new resistance, similarly to December $BTC",0,0,0,0,0,,
1181,has Weekly Closed below the ~$43100 levelWhich now means that revisiting the black Higher Low below is a pos,0,0,0,0,0,,
1182,When loses a support (like ~$43100 most recently)...It's always worth watching out for $BTC double confirmat,0,0,0,0,0,,
